ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTABELECI,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,Unnamed: 24,Unnamed: 25,DS_CATEGORIA_UNIDADE
512,-46731959,-23586132,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,JD PERI PERI-NISA,"JOAO GUERRA,R,247",JD. PERI PERI,37420552.0,5535100.0,2027240.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0,,,AMBULATORIOS ESPECIFICOS
513,-46685595,-23755005,355030830000013,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MILTON ALDRED,DR- NISA","SAO CAETANO DO SUL,R,381",GRAJAU,59322015.0,4840230.0,2751909.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0,,,AMBULATORIOS ESPECIFICOS
514,-46727089,-23484117,355030863000002,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,PIRITUBA - NISA,"MENOTTI LAUDISIO,AV,100",PIRITUBA,39747000.0,2945000.0,6670849.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0,,,AMBULATORIOS ESPECIFICOS
515,-46440472,-23496403,355030874000093,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TITO LOPES DA SILVA - NISA,"ANTONIO GAMA DE CERQUEIRA,PROF,R,647",V AMERICANA,29569099.0,8010130.0,2751976.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0,,,AMBULATORIOS ESPECIFICOS
516,-46442459,-23533676,355030837000079,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V N SRA APARECIDA-NISA,"PAULINO SERQUEIRA,R,01",ITAQUERA,61797871.0,8215160.0,2789094.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0,,,AMBULATORIOS ESPECIFICOS
517,-46663549,-23508741,355030821000126,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,"WALTER ELIAS,DR- CASA VERDE BAIXA NISA","MOURAO VIEIRA,R,11",CASA VERDE,38588593.0,2518020.0,2091712.000000,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0,,,AMBULATORIOS ESPECIFICOS
518,-46475762,-23538741,355030805000147,3550308005146,5,ARTUR ALVIM,21,PENHA,Leste,Leste 1,A E CARVALHO-ESF,"JAPANI,R,7",CID AE CARVALHO,62802373.0,8220130.0,2786729.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
519,-46602413,-23521236,355030886000042,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,ABADS - ASSOCIACAO BRASILEIRA DE ASSISTENCIA DESENVOLVIMENTO SOCIAL,"MORVAN DIAS DE FIGUEIREDO, AV., 2801",VILA GUILHERME,29053048.0,2063000.0,3210022,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
520,-46625849,-23629857,355030827000061,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,AGUA FUNDA-ESF,"ROSA DE MORAIS,R,91",V  AGUA FUNDA,50736253.0,4055000.0,2064855.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
521,-46625849,-23629857,355030827000061,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,AGUA FUNDA-NASF,"ROSA DE MORAIS,R,91",V  AGUA FUNDA,50736253.0,4055000.0,2064855.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
522,-46645846,-23628113,355030877000121,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,ALEXANDRE KALIL - SAD,"CECI,AV,2235",PLANALTO PAULISTA,22751999.0,4065004.0,2751844.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
523,-46472507,-23499140,355030828000052,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,"ALIPIO CORREA NETO,DR-SAD","RODRIGO DE BRUN,AL,1989",ERM MATARAZZO,69439944.0,3807230.0,2082829.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
524,-46595504,-23603258,355030834000134,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,ALMIRANTE DELAMARE - NASF,"MARIATH,ALM,R,62",V HELIOPOLIS,61628018.0,4218040.0,3385264.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
525,-46772115,-23645701,355030817000039,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,ALTO DO UMUARAMA-NASF,"ODEMIS,R,468",JD UMUARAMA,58163342.0,5783180.0,2786745.000000,1,Municipal,58,PROGRAMAS E SERVICOS,5,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
526,-46643606,-23664546,355030838000108,3550308005163,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,AMERICANOPOLIS-ESF,"CIDADE DE SANTOS,R,46",JABAQUARA,55621476.0,4336050.0,2030969.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
527,-46753702,-23647799,355030846000278,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,ANTONIO B DE OLIVEIRA - ESF,TEREZA MAIA PINTO,VILA PREL,55111630.0,5780390.0,2789205.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
528,-46499782,-23546886,355030805000139,3550308005149,5,ARTUR ALVIM,21,PENHA,Leste,Leste 1,"ANTONIO P FERREIRA VILA LOBOS,DR-ESF","COELHO DE CASTRO,R,95",V  NHOCUNE,67493521.0,3560030.0,2786753.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
529,-46575450,-23545780,355030880000099,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,APD TATUAPE - DR. SALOMAO CROCHIK,"PRA´┐¢A MANOEL BORGES DE SOUZA NUNESXR.BOM SUCESSO,650",TATUAPE,,3304065.0,2027607.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
530,-46648857,-23562163,355030807000030,3550308005011,7,BELA VISTA,9,SE,Centro,Centro,ARMANDO DARIENZO-CONS. RUA,"MARQUES LEAO,ALM,R,684",MORRO DOS INGLESES,32844601.0,1330020.0,2788144.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
531,-46648857,-23562163,355030807000030,3550308005011,7,BELA VISTA,9,SE,Centro,Centro,ARMANDO DARIENZO-CONS. RUA EQUIPE,"MARQUES LEAO,ALM,R,684",MORRO DOS INGLESES,32844601.0,1330020.0,2788144.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
532,-46648857,-23562163,355030807000030,3550308005011,7,BELA VISTA,9,SE,Centro,Centro,ARMANDO DARIENZO-ESF,"MARQUES LEAO,ALM,R,684",MORRO DOS INGLESES,32844601.0,1330020.0,2788144.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
533,-46648857,-23562163,355030807000030,3550308005011,7,BELA VISTA,9,SE,Centro,Centro,ARMANDO DARIENZO-NASF,"MARQUES LEAO,ALM,R,684",MORRO DOS INGLESES,32844601.0,1330020.0,2788144.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
534,-46648857,-23562163,355030807000030,3550308005011,7,BELA VISTA,9,SE,Centro,Centro,ARMANDO DARIENZO-PAI,"MARQUES LEAO,ALM,R,684",MORRO DOS INGLESES,32844601.0,1330020.0,2788144.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
535,-46644375,-23595438,355030890000165,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,ASSOCIACAO PAULISTA DE HOMEOPATIA,"DR DIOGO DE FARIA, R., 839",VILA CLEMENTINO,55710483.0,4037002.0,5594448,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
536,-46395525,-23507804,355030836000100,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,"ATUALPA GIRAO RABELO,DR-ESF","ILHA DO ARVOREDO,R,10",V  MORGADOURO,69631436.0,8140270.0,6269567.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
537,-46673488,-23469869,355030811000109,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,"AUGUSTO L A GALVAO,DR- NASF","JOAQUINA MARIA SANTOS,R,198",V RICA,38518235.0,2860110.0,2786761.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
538,-46565873,-23532816,355030880000026,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,BANCO DE OLHOS DE SAO PAULO SC - SAO PAULO,"CELSO GARCIA, AV. 4815",TATUAPE,20913527.0,3063000.0,5281482,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
539,-46595127,-23536554,355030808000008,3550308005016,8,BELEM,25,MOOCA,Leste,Leste 1,BELENZINHO MARCUS WOLOSKER-CONS RUA ATIVIDADE/UBS,"CELSO GARCIA,AV,1749",CHACARA TATUAPE,62925687.0,3015000.0,2752174.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
540,-46595127,-23536554,355030808000008,3550308005016,8,BELEM,25,MOOCA,Leste,Leste 1,BELENZINHO MARCUS WOLOSKER-CONS RUA EQUIPE/UBS,"CELSO GARCIA,AV,1749",CHACARA TATUAPE,62925687.0,3015000.0,2752174.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
541,-46595127,-23536554,355030808000008,3550308005016,8,BELEM,25,MOOCA,Leste,Leste 1,BELENZINHO MARCUS WOLOSKER-ESF/,"CELSO GARCIA,AV,1749",CHACARA TATUAPE,62925687.0,3015000.0,2752174.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
542,-46744962,-23653172,355030846000227,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,BRASILIA - M'BOI NASF,"MAPORE,R,352",JD. SAO LUIZ,55118717.0,5846390.0,5313902,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
543,-46733746,-23576598,355030812000007,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,BUTANTA - SAD,"CABRAL DE MENEZES,R,51",V GOMES,37261838.0,5590050.0,2786826.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
544,-46622997,-23569025,355030814000050,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,CAMBUCI-ESF,"LACERDA FRANCO,AV,791",SE,32093304.0,1536000.0,2786834.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
545,-46641282,-23531379,355030869000100,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,CAMPOS ELISEOS-CONS RUA ATIV,"CLEVELAND,R,374",CAMPOS ELISEOS,33311216.0,1218000.0,2786702.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
546,-46396064,-23588073,355030825000084,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CARLOS GENTILE DE MELO-NASF,"TEXTEIS,DOS,AV,3765",CIDADE TIRADENTES,62822522.0,8490600.0,4050347.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
547,-46403315,-23596478,355030825000281,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CARMEN PRUDENTE -  SAD,"METALURGICOS,DOS,AV,1797",CIDADE TIRADENTES,61706000.0,8471000.0,5420938.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
548,-46565873,-23532816,355030880000026,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,"CARMINO CARICCHIO,DR-SAD","CELSO GARCIA,AV,4815",TATUAPE,61917000.0,3063000.0,2080346.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
549,-46657993,-23467198,355030813000028,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CASA VERDE CACHOEIRINHA LIMAO - PAI,"SETE DE DEZEMBRO,R,72",,,2317080.0,6700268.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
550,-46396326,-23562924,355030831000105,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,"CELSO AUGUSTO DANIEL,PREF-NASF","JORGE MARACCINI PONFILIO,R,S/N",CONJ.HAB.JUCEL.KUBIT,65567997.0,8465050.0,3002926.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
551,-46675400,-23605671,355030835000028,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CENESUL CENTRO DE NEFROLOGIA ZONA SUL,"SANTO AMARO, AV.,2524",VILA OLIMPIA,38464000.0,4556100.0,3524086,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
552,-46704852,-23770364,355030830000083,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CHACARA DO CONDE - NASF,"CONSTELACAO DO ESQUADRO,R,5",JD. CAMPINAS,59386611.0,4858010.0,3992101,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
553,-46724836,-23493315,355030863000016,3550308005310,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,CHACARA INGLESA-SAD,"LIGACAO,DA,R,95",CHACARA INGLESA,38345985.0,5142120.0,2786885.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
554,-46746592,-23671269,355030846000030,3550308005223,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CHACARA SANTANA-NASF,"BALTAZAR DE SA,R,383",CHACARA SANTANA,55146448.0,5831000.0,4050053.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
555,-46671273,-23655083,355030822000316,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,CIDADE ADEMAR - PAI,"SEBASTIAO ANDRADE BONANI,R,340",JD PROMISSAO,56789364.0,4649050.0,5599881.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
556,-46764276,-23719939,355030843000299,3550308005288,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,CIDADE IPAVA - NASF,"TAQUANDAVA,AV,31",CIDADE IPAVA,55171908.0,4950000.0,5743583.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
557,-46433011,-23504474,355030874000136,3550308005197,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,CIDADE NOVA SAO MIGUEL-NASF,"MOACIR D. ITAPICURU,1008",CIDADE NOVA S MIGUEL,61513560.0,8042290.0,2786915.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
558,-46503068,-23535668,355030891000088,3550308005147,93,VILA MATILDE,21,PENHA,Leste,Leste 1,CIDADE PATRIARCA-SAD,"FREDERICO BROTERO,DR,R,22",JD TRIANA,69581488.0,3552080.0,2786923.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
559,-46710050,-23729020,355030823000091,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CLINEFRO CLINICA NEFROLOGICA,"PROFESSOR ENEAS DE SIQUEIRA NETO, R., 549",JARDIM DAS IMBUIAS,59714545.0,4829300.0,6207693,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
560,-46658531,-23548811,355030826000005,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,CLINICA DE NEFROLOGIA RENALCLASS,"MATO GROSSO, R., 306",HIGIENOPOLIS,31263900.0,1239040.0,6233422,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
561,-46392800,-23496430,355030836000069,3550308005250,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CLINICA NEFROLOGICA DO ITAIM PAULISTA,"MARECHAL TITO, AV.,5483",ITAIM PAULISTA,27511421.0,8115100.0,6228194,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
562,-46578430,-23536531,355030880000104,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,CNTT CLINICA NEFROLOGICA,"FELIPE CAMARAO, R.,215",TATUAPE,20984418.0,3065000.0,2091569,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
563,-46658680,-23521099,355030806000026,3550308005029,6,BARRA FUNDA,8,LAPA,Oeste,Oeste,CONS RUA  BARRA FUNDA,"ABRAHAO RIBEIRO,283",BARRA FUNDA,32924501.0,1133020.0,3913007.000000,4,Privado,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
564,-46641553,-23556468,355030807000093,3550308005010,7,BELA VISTA,9,SE,Centro,Centro,CONS RUA  HUMAITA,"HUMAITA,R,520",BELA VISTA,32411632.0,1321010.0,2787113.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
565,-46684651,-23587193,355030835000059,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CONS RUA ATIVIDADE - JOSE DE BARROS MAGALDI,"SALVADOR CARDOSO,R,177",ITAIM BIBI,31686571.0,4533050.0,2752301.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
566,-46684651,-23587193,355030835000059,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CONS RUA EQUIPE -JOSE DE BARROS MAGALDI,"SALVADOR CARDOSO,R,177",ITAIM BIBI,31686571.0,4533050.0,2752301.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
567,-46651286,-23524356,355030869000043,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,CONSULTORIO NA RUA - BORACEA,"BORACEA,R,270",SANTA CECILIA,,1135010.0,6048633.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
568,-46639666,-23549916,355030866000044,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,CONSULTORIO NA RUA ATIV REPUBLICA,"BANDEIRA, PRACA DA, 15",REPUBLICA,31010812.0,1007020.0,6090621.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
569,-46651286,-23524356,355030869000043,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,CONSULTORIO NA RUA- BORACEA,"BORACEA,R,270",SANTA CECILIA,,1135010.0,6048633.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
570,-46639666,-23549916,355030866000044,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,CONSULTORIO NA RUA EQUIPE REPUBLICA,"BANDEIRA, PRACA DA, 15",REPUBLICA,31010812.0,1007020.0,6090621.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
571,-46512704,-23514631,355030864000119,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,COSTA MELLO-NASF,"LUIS ASSON,165",V MONTEVIDEO,69582981.0,3624010.0,2786958.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
572,-46702714,-23483349,355030829000059,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CRUZ DAS ALMAS-NASF,"FELICIANO DOMINGUES,PE,R,90",V  IORIO,39753531.0,2965140.0,4049977.000000,1,Municipal,58,PROGRAMAS E SERVICOS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
